"MDM_MOCK_F" "MDM_MOCK_L" "MDM_MOCK_S" "MDM_IL27_F" "MDM_IL27_L" "MDM_IL27_S" "MDM_LPS_F" "MDM_LPS_L" "MDM_LPS_S" "MDM_IL27_LPS_F" "MDM_IL27_LPS_L" "MDM_IL27_LPS_S"
"ENSG00000275774" 0 0 1 0 2 0 0 0 0 0 0 0
"ENSG00000229978" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233336" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000162493" 124 348 144 110 687 84 89 746 174 51 692 136
"ENSG00000116731" 667 520 984 659 640 555 521 358 468 396 505 508
"ENSG00000189337" 120 80 138 131 127 84 17 35 32 17 22 60
"ENSG00000280763" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235829" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000175147" 189 158 234 213 226 146 31 48 46 33 49 76
"ENSG00000171729" 1128 1034 1199 1317 1379 1077 1018 1152 1365 769 1375 1367
"ENSG00000204464" 2 0 0 2 4 2 6 1 0 2 1 3
"ENSG00000215720" 2 0 0 0 0 0 2 0 0 2 0 4
"ENSG00000278480" 9 0 6 4 0 5 3 4 7 0 2 1
"ENSG00000142621" 294 118 167 287 204 153 52 54 37 49 101 61
"ENSG00000233485" 49 45 39 57 42 43 13 14 11 8 22 20
"ENSG00000236045" 2 1 2 4 5 2 0 0 0 0 4 0
"ENSG00000228140" 21 2 8 8 14 7 16 2 0 6 4 0
"ENSG00000142634" 4967 4714 5254 4473 5481 3638 4830 5392 6927 2846 5243 5443
"ENSG00000162438" 6 4 0 2 5 0 4 8 12 2 2 2
"ENSG00000142615" 0 0 0 0 0 0 0 4 0 0 0 0
"ENSG00000215704" 0 7 1 5 0 3 4 6 2 1 2 0
"ENSG00000132906" 230 198 327 253 288 328 152 140 111 76 165 144
"ENSG00000116138" 303 211 535 428 337 359 276 199 281 201 289 247
"ENSG00000251866" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000272510" 8 6 6 7 11 7 4 7 5 3 2 0
"ENSG00000237301" 0 2 0 0 0 2 0 2 0 0 0 0
"ENSG00000116771" 12 4 5 4 11 13 5 8 1 2 5 8
"ENSG00000235084" 3 2 3 0 0 3 0 2 0 2 1 2
"ENSG00000197312" 1634 1048 2416 1902 1299 1655 959 569 1078 815 665 792
"ENSG00000215695" 276 140 465 383 215 308 262 138 276 211 124 180
"ENSG00000271742" 4 0 1 3 2 0 0 2 1 0 6 0
"ENSG00000116786" 6467 4060 5954 5883 4744 3806 5936 3937 4762 4640 4672 5334
"ENSG00000237938" 698 395 611 550 476 342 648 329 500 405 495 523
"ENSG00000224459" 14 23 32 31 6 16 9 2 30 10 9 17
"ENSG00000162460" 0 0 0 0 0 0 0 0 0 0 2 0
"ENSG00000264048" 11 13 6 11 2 5 10 8 6 9 11 7
"ENSG00000162461" 288 142 359 270 111 218 191 124 298 132 112 291
"ENSG00000162458" 8 6 10 6 0 7 6 0 4 4 0 2
"ENSG00000280788" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233954" 148 289 174 182 249 141 76 208 214 65 175 187
"ENSG00000178715" 5 8 2 4 7 0 6 1 0 2 2 2
"ENSG00000065526" 1600 1212 2116 1851 1528 1115 1758 1080 1659 1494 1890 1919
"ENSG00000270620" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000116809" 1145 1092 946 1049 1377 647 1622 1519 1635 1209 1716 1657
"ENSG00000179743" 40 38 84 38 44 42 29 9 35 11 20 25
"ENSG00000234607" 5 0 0 0 0 0 0 1 0 4 0 0
"ENSG00000173641" 795 1373 107 738 1514 89 380 706 50 343 841 58
"ENSG00000186510" 343 194 99 185 269 53 178 109 53 101 99 35
"ENSG00000184908" 2 1 0 1 0 0 1 2 0 0 0 0
"ENSG00000142627" 8 15 4 5 11 4 2 2 10 0 8 8
"ENSG00000227959" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234166" 20 9 15 14 15 19 11 9 15 15 7 29
"ENSG00000142632" 55 46 93 71 53 79 52 46 55 82 59 152
"ENSG00000237276" 10 10 17 12 16 18 126 55 77 98 83 107
"ENSG00000132881" 11 41 34 21 42 28 2 10 2 4 8 2
"ENSG00000233929" 1 0 2 0 8 7 6 1 0 3 0 3
"ENSG00000037637" 736 519 836 634 751 519 1027 804 893 832 1051 907
"ENSG00000055070" 2594 2579 3397 2929 3424 2539 3779 3569 3773 3137 4603 3652
"ENSG00000187144" 684 675 1064 779 981 686 1062 967 1063 884 1323 1003
"ENSG00000281598" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226457" 1 0 2 0 0 1 0 0 1 0 0 0
"ENSG00000157191" 2444 2303 2548 2507 2790 1992 4738 4725 3802 3500 6232 4020
"ENSG00000080947" 127 83 92 68 88 52 45 51 28 34 73 63
"ENSG00000224174" 0 2 0 0 0 0 0 0 0 0 0 0
"ENSG00000233421" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000277344" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000268991" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225710" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000266584" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000219481" 201 193 300 184 116 120 62 28 22 15 48 36
"ENSG00000271732" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000226029" 40 39 43 22 39 27 15 31 14 29 61 26
"ENSG00000206652" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000261135" 2 4 4 3 6 4 0 0 0 0 0 0
"ENSG00000215908" 428 239 354 423 299 167 151 98 122 96 150 170
"ENSG00000186301" 120 72 54 86 35 77 16 26 30 16 15 24
"ENSG00000282143" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000207513" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000280114" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000264742" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000268869" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000279151" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236698" 47 89 92 99 88 62 74 82 80 54 81 88
"ENSG00000282740" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000058453" 638 450 562 571 538 301 346 182 221 174 216 230
"ENSG00000227684" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000186715" 46 29 14 13 36 12 13 4 4 16 2 1
"ENSG00000223643" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230239" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263811" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228549" 0 0 0 4 0 0 0 0 0 0 0 0
"ENSG00000277234" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000272426" 0 0 0 0 0 2 2 0 0 0 2 0
"ENSG00000207389" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000238142" 109 106 147 61 101 126 41 24 39 17 23 41
"ENSG00000235241" 99 87 129 56 96 109 33 15 36 20 16 32
"ENSG00000207005" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000117122" 2 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000226526" 31 18 53 46 34 15 40 16 30 32 44 40
"ENSG00000159363" 884 617 910 712 698 517 923 680 804 700 932 811
"ENSG00000117118" 1552 1672 1973 1599 1951 1460 1308 1306 1522 753 1484 1371
"ENSG00000117115" 779 1123 2946 597 1104 1760 247 528 992 216 741 1049
"ENSG00000227751" 502 574 460 323 716 342 253 467 297 190 377 224
"ENSG00000179051" 2467 2421 2421 1932 3231 1630 1247 1738 1333 1069 1932 1213
"ENSG00000266727" 59 46 81 60 82 49 31 35 31 34 43 25
"ENSG00000074964" 403 550 458 301 735 319 802 1716 751 778 2485 1106
"ENSG00000230035" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000117154" 9 0 0 0 2 0 0 10 0 0 0 0
"ENSG00000280222" 2 0 0 0 4 0 0 0 0 0 0 0
"ENSG00000179023" 2 0 5 2 0 6 0 0 0 0 0 0
"ENSG00000179002" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000255275" 253 189 344 235 154 193 225 120 242 113 204 273
"ENSG00000159423" 610 361 852 418 330 578 417 239 563 316 251 430
"ENSG00000265606" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000221662" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000169991" 151 144 180 172 174 174 184 164 229 200 388 284
"ENSG00000127481" 3822 2610 4397 4154 3331 3004 6648 5060 5407 6312 8623 7944
"ENSG00000272084" 634 501 524 536 492 529 810 1006 1001 723 1160 982
"ENSG00000127463" 2389 1772 2532 1885 1879 1662 1234 835 1443 963 1020 1255
"ENSG00000230424" 83 75 87 75 55 47 57 29 48 40 54 39
"ENSG00000053372" 1603 1355 1679 1395 1544 1190 637 536 811 368 406 446
"ENSG00000211454" 57 31 59 32 45 42 21 2 16 12 17 12
"ENSG00000162482" 129 39 91 60 94 67 20 36 41 9 32 32
"ENSG00000053371" 1539 1586 1677 1143 1782 1093 1118 996 1146 523 933 938
"ENSG00000200403" 0 0 4 2 1 3 1 0 0 0 0 0
"ENSG00000040487" 1984 1465 2305 1663 1706 1709 683 513 737 366 528 639
"ENSG00000270728" 16 19 32 6 18 27 1 6 6 3 1 1
"ENSG00000077549" 5517 5896 6814 5637 7427 4781 5324 5731 5694 3216 6922 5550
"ENSG00000240490" 0 0 0 0 0 0 2 0 2 0 0 4
"ENSG00000201609" 0 2 0 0 0 0 0 0 0 0 0 0
"ENSG00000235185" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000270136" 997 887 1048 565 1074 909 646 845 774 485 739 753
"ENSG00000173436" 905 781 1004 553 929 896 490 633 681 409 596 638
"ENSG00000158747" 370 397 324 187 442 224 354 462 314 189 402 287
"ENSG00000226396" 5 0 8 2 10 13 9 2 2 8 2 6
"ENSG00000162542" 565 509 614 601 673 440 342 223 270 192 237 301
"ENSG00000169914" 185 127 233 153 127 131 117 45 90 75 62 93
"ENSG00000090432" 852 1162 1163 814 1159 748 912 1206 972 520 1298 763
"ENSG00000158825" 670 1090 723 523 1107 332 217 715 301 180 862 306
"ENSG00000244038" 4747 4280 6030 4145 5040 3772 3631 3999 4624 2554 4843 4507
"ENSG00000117245" 75 70 148 68 82 109 24 11 54 26 44 51
"ENSG00000235432" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000158828" 2635 2095 3012 2070 2116 1862 1345 1230 1664 932 1269 1407
"ENSG00000273695" 52 51 53 58 50 28 43 42 33 14 33 37
"ENSG00000117242" 2687 2125 3117 1961 2329 2228 1360 1449 1901 1155 1599 1686
"ENSG00000127483" 2254 2124 3048 2240 2448 1798 1535 1231 1527 1070 1685 1376
"ENSG00000075151" 1672 1940 2422 2222 1958 1535 1192 853 1179 869 1162 1174
"ENSG00000251914" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000221808" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233072" 0 0 4 0 0 2 0 2 0 0 0 0
"ENSG00000236073" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000235112" 0 0 0 0 0 1 0 0 0 0 1 1
"ENSG00000117298" 2104 771 2153 1722 816 1339 2843 1587 2929 1775 1928 2430
"ENSG00000236936" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231105" 8 0 0 3 0 0 6 6 6 0 8 5
"ENSG00000227001" 2 2 0 0 0 6 0 0 0 0 0 0
"ENSG00000187952" 12 8 17 16 8 10 7 2 3 3 8 2
"ENSG00000142794" 1 0 8 0 2 5 3 0 2 0 1 4
"ENSG00000176378" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000162551" 134 44 91 47 15 35 112 16 47 44 14 32
"ENSG00000076864" 506 652 1197 500 529 712 115 128 376 146 218 320
"ENSG00000090686" 1090 854 1237 936 1048 711 631 546 537 493 771 609
"ENSG00000281866" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231978" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000187942" 810 477 543 319 399 212 253 260 220 117 140 114
"ENSG00000142798" 2005 1161 1581 933 947 520 630 492 380 284 337 270
"ENSG00000232037" 0 1 0 0 0 0 0 0 2 0 0 0
"ENSG00000228397" 6 2 5 3 8 2 1 5 4 1 1 0
"ENSG00000218510" 208 199 186 153 191 172 70 81 55 36 73 52
"ENSG00000070831" 4386 4170 6297 4213 4975 4594 5746 4908 6969 4340 6333 5949
"ENSG00000230068" 0 2 2 0 0 5 0 2 0 1 0 1
"ENSG00000271428" 6 4 2 2 3 0 0 0 2 0 0 0
"ENSG00000271840" 2 1 0 0 0 2 0 2 3 2 2 0
"ENSG00000162552" 8 4 9 8 4 2 8 16 2 8 16 9
"ENSG00000184677" 1063 805 1160 1056 863 732 610 382 523 467 556 472
"ENSG00000237200" 1 2 4 2 2 0 3 8 4 3 0 7
"ENSG00000173372" 179 114 173 161 175 218 147 276 246 173 340 268
"ENSG00000159189" 142 69 135 122 127 48 83 114 224 69 226 149
"ENSG00000173369" 32 24 34 62 35 48 142 191 124 141 349 254
"ENSG00000133216" 459 222 363 295 265 194 963 389 696 618 457 597
"ENSG00000265422" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000216157" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225952" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000264014" 7 6 11 6 9 6 13 8 12 6 11 8
"ENSG00000240553" 28 7 33 30 46 21 34 16 10 10 26 11
"ENSG00000263793" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000266802" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000004487" 978 1144 1088 870 1222 811 439 722 497 346 837 428
"ENSG00000169641" 695 546 958 799 709 619 438 379 445 434 624 452
"ENSG00000229010" 0 2 0 0 2 0 0 0 0 0 0 0
"ENSG00000206935" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252578" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000261326" 90 56 77 61 45 46 46 33 42 36 53 40
"ENSG00000125944" 1519 1703 1935 1704 1982 1210 1712 1417 2093 1121 2036 1460
"ENSG00000125945" 260 257 384 345 341 364 224 235 229 226 416 234
"ENSG00000249087" 43 56 80 50 48 43 22 23 34 30 25 38
"ENSG00000201405" 5 1 1 2 2 2 0 0 0 0 0 0
"ENSG00000204219" 2 3 3 10 17 2 0 0 2 2 2 0
"ENSG00000232482" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000088280" 2 0 2 2 0 4 6 0 0 4 2 4
"ENSG00000007968" 290 350 376 176 377 158 37 101 53 18 87 24
"ENSG00000235052" 2 0 5 0 0 0 0 0 0 2 0 0
"ENSG00000117318" 354 449 926 260 447 515 94 82 96 26 102 128
"ENSG00000229239" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000142676" 4132 6349 4908 4075 7309 3650 3679 6768 5769 1854 6805 3954
"ENSG00000011007" 825 782 1159 792 982 758 1099 662 1203 788 856 1072
"ENSG00000236810" 162 131 182 119 173 99 137 65 125 82 89 77
"ENSG00000057757" 602 531 664 504 580 461 282 356 301 189 316 195
"ENSG00000011009" 1462 1173 1478 1251 1299 1214 1033 1147 1020 718 1241 1059
"ENSG00000117308" 770 891 901 618 891 700 388 513 421 293 614 480
"ENSG00000117305" 1553 1183 1443 1101 1278 1142 618 592 579 434 564 421
"ENSG00000179163" 1710 1826 2496 1407 1619 1719 1090 1186 1654 758 1537 1435
"ENSG00000189266" 1304 1250 1839 1360 1336 1161 2130 1463 2502 1813 2169 2511
"ENSG00000188529" 1440 1240 2097 1436 1421 1170 1131 874 1574 816 1291 1262
"ENSG00000142677" 2 2 2 0 0 4 0 0 0 0 2 0
"ENSG00000185436" 993 520 954 979 545 605 1077 556 565 993 763 953
"ENSG00000230023" 15 10 6 4 4 4 0 0 0 2 0 0
"ENSG00000232298" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000158055" 2 0 3 6 1 4 0 4 0 4 2 2
"ENSG00000001460" 87 59 96 74 79 77 13 32 16 21 74 22
"ENSG00000001461" 485 444 810 532 544 539 272 211 359 253 317 290
"ENSG00000117602" 641 487 921 671 530 539 536 404 638 410 545 594
"ENSG00000264443" 111 82 169 98 88 110 56 35 89 49 76 70
"ENSG00000133226" 1334 1246 1963 1487 1401 1159 1011 895 1361 827 1191 1185
"ENSG00000238482" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000169504" 1998 1930 2855 2752 2585 1865 8338 5479 8992 5941 9854 9550
"ENSG00000020633" 458 433 432 745 721 468 2853 1768 2298 2412 2689 3328
"ENSG00000278034" 1 0 1 0 0 0 1 0 0 0 0 1
"ENSG00000229162" 5 4 2 2 2 2 0 2 2 0 0 1
"ENSG00000117614" 792 825 1038 862 858 884 646 717 816 368 868 800
"ENSG00000117616" 2650 1597 3053 2255 1643 1791 1300 661 1409 1117 952 1591
"ENSG00000187010" 13 7 31 1 13 24 7 4 11 10 6 15
"ENSG00000259984" 13 3 4 9 10 4 3 0 5 4 2 8
"ENSG00000183726" 2096 2100 2881 2108 2392 1968 4038 3334 4646 2756 4358 4425
"ENSG00000188672" 78 47 84 51 49 50 79 87 122 49 56 101
"ENSG00000272432" 11 4 14 2 8 4 1 6 4 0 0 4
"ENSG00000261349" 0 0 0 2 4 1 0 0 0 0 0 1
"ENSG00000224183" 86 100 140 100 136 87 93 80 138 53 164 128
"ENSG00000238084" 86 87 117 71 88 44 101 76 143 39 109 80
"ENSG00000204178" 456 474 699 455 446 335 452 431 590 364 661 598
"ENSG00000157978" 1688 1189 2134 1485 1173 1327 247 128 248 132 97 171
"ENSG00000225643" 7 2 6 2 7 2 1 2 0 4 4 2
"ENSG00000117643" 378 384 402 312 308 276 59 26 72 43 64 65
"ENSG00000233478" 4 2 0 2 0 0 2 0 0 2 0 8
"ENSG00000162430" 7910 6795 10832 6949 7344 7367 5254 4137 5777 4689 5262 6315
"ENSG00000255054" 866 803 1249 870 946 771 626 355 509 501 534 622
"ENSG00000117640" 873 796 1172 762 860 733 470 446 562 441 583 500
"ENSG00000272478" 152 98 175 104 118 106 65 53 42 86 96 73
"ENSG00000127423" 174 146 216 119 146 118 73 69 57 93 112 78
"ENSG00000228172" 1115 962 1452 892 1040 1141 637 607 776 642 643 885
"ENSG00000236528" 19 23 36 15 32 13 0 2 2 3 0 0
"ENSG00000182749" 57 84 132 36 96 58 0 12 6 9 14 4
"ENSG00000117632" 831 1045 1342 504 1033 613 424 724 569 170 588 278
"ENSG00000229786" 0 0 0 2 0 0 0 0 0 0 0 0
"ENSG00000223624" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000264021" 8 28 26 1 7 19 11 0 0 0 0 0
"ENSG00000158006" 484 509 992 505 497 600 144 164 231 129 195 195
"ENSG00000207237" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000158008" 6 2 6 2 1 16 0 0 0 0 1 0
"ENSG00000175087" 159 126 265 183 226 164 94 63 68 50 61 52
"ENSG00000197245" 0 0 2 2 0 0 0 0 0 0 0 0
"ENSG00000236782" 155 173 119 143 182 95 77 104 66 36 68 59
"ENSG00000142684" 155 173 118 141 181 95 77 102 66 36 68 59
"ENSG00000236155" 13 7 22 9 10 11 4 4 6 0 2 4
"ENSG00000278572" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000130695" 536 509 653 475 497 364 90 114 124 73 101 106
"ENSG00000270733" 0 1 0 2 0 0 0 0 0 0 0 0
"ENSG00000169442" 21968 15897 23096 20148 15498 18997 15336 12801 21317 7896 14461 18405
"ENSG00000142669" 21563 19932 22541 18854 20557 15669 15102 16247 19163 10247 17162 15647
"ENSG00000158062" 17052 12979 16471 14340 12622 13106 10322 10031 12992 6869 10318 11361
"ENSG00000176092" 13 8 9 7 11 12 4 2 2 10 2 10
"ENSG00000225854" 0 0 2 2 0 5 0 0 1 0 0 0
"ENSG00000176083" 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000117682" 1151 952 1322 1125 1011 793 694 527 641 463 647 566
"ENSG00000198830" 2950 2521 3616 2091 2526 2298 1240 1670 1328 979 1514 933
"ENSG00000223583" 3 2 2 8 1 0 3 0 0 0 0 0
"ENSG00000225891" 2 4 5 5 0 4 0 1 4 4 2 4
"ENSG00000117676" 7335 5515 9536 6574 5797 6426 4619 3605 5234 2801 3591 4042
"ENSG00000238705" 3 0 3 0 0 8 1 2 0 0 0 0
"ENSG00000260063" 17 29 29 23 38 8 4 8 8 2 8 16
"ENSG00000117713" 1850 1475 2100 1690 1886 1139 1143 931 1049 935 1438 1097
"ENSG00000060642" 264 204 220 176 269 163 158 111 108 129 157 157
"ENSG00000204160" 916 913 1046 739 859 844 338 323 416 383 344 426
"ENSG00000226698" 36 32 48 31 33 43 12 17 35 23 22 23
"ENSG00000142751" 546 504 708 511 547 548 426 447 509 342 548 434
"ENSG00000198746" 297 289 332 370 403 261 291 284 282 204 354 236
"ENSG00000090273" 1108 1540 1147 1056 1851 1039 802 1121 990 450 960 710
"ENSG00000131910" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253368" 12 12 18 2 28 0 2 10 2 0 4 2
"ENSG00000158246" 2 0 0 0 0 0 4 0 0 0 0 0
"ENSG00000280403" 1 0 0 0 0 0 0 0 2 2 0 0
"ENSG00000090020" 1641 1597 1708 1425 1638 999 652 618 584 526 858 722
"ENSG00000214973" 21 13 36 25 34 10 19 18 27 14 15 30
"ENSG00000225159" 3 12 10 16 17 4 10 8 15 7 7 13
"ENSG00000142784" 1514 1240 1839 1307 1363 943 747 638 755 490 794 669
"ENSG00000252098" 0 0 2 0 1 0 0 0 0 0 0 0
"ENSG00000186501" 576 545 650 451 634 398 345 336 373 214 327 269
"ENSG00000206888" 0 0 0 2 2 0 1 2 0 0 0 0
"ENSG00000241547" 1 7 2 1 4 2 4 8 0 2 0 0
"ENSG00000281023" 1 4 0 0 1 1 2 5 0 0 0 0
"ENSG00000142733" 618 767 688 576 787 456 430 392 471 327 532 520
"ENSG00000142765" 1365 1134 3197 1104 1047 1999 185 155 572 110 183 610
"ENSG00000174950" 5 2 0 2 13 8 4 0 0 0 4 1
"ENSG00000181773" 13 48 20 9 35 17 31 9 27 11 5 40
"ENSG00000158195" 5653 3934 7727 5849 4903 5180 6164 4080 5488 5780 5448 6092
"ENSG00000241169" 1 0 0 0 1 0 0 0 0 0 0 4
"ENSG00000237429" 6 2 5 2 6 3 0 0 0 2 0 0
"ENSG00000126705" 608 462 581 483 363 273 125 77 98 80 192 95
"ENSG00000000938" 13152 9328 13952 13105 10041 10374 9789 5377 10245 7156 7123 10984
"ENSG00000235912" 15 39 16 15 57 11 7 28 18 3 19 14
"ENSG00000233975" 4 0 1 6 4 6 11 6 14 14 18 7
"ENSG00000225886" 35 10 6 48 38 23 892 222 350 764 338 501
"ENSG00000206767" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226662" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000207095" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000126709" 3167 2832 2085 3640 5239 2689 13644 13568 12553 8819 14987 16004
"ENSG00000009780" 295 238 368 257 301 262 202 142 209 146 218 160
"ENSG00000230833" 0 0 0 2 0 0 0 0 0 0 0 0
"ENSG00000231344" 2 0 5 2 2 1 0 0 0 0 0 4
"ENSG00000117758" 965 810 1682 1039 1055 1153 1978 1439 2226 1753 2416 2567
"ENSG00000276889" 0 0 3 0 0 0 1 0 0 0 0 0
"ENSG00000223062" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000117751" 526 546 713 497 567 481 462 395 555 259 533 393
"ENSG00000252947" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278868" 61 52 106 38 65 64 50 35 58 32 64 39
"ENSG00000269971" 1 0 0 0 1 2 0 0 0 1 0 0
"ENSG00000270031" 1 1 5 6 2 8 6 1 2 3 2 8
"ENSG00000130775" 3292 3475 4181 3509 4199 2940 7625 7037 5936 5294 8229 6282
"ENSG00000117748" 644 791 770 561 863 585 445 551 626 340 627 442
"ENSG00000130768" 2 1 6 2 0 2 0 2 4 0 2 0
"ENSG00000227050" 4 0 4 0 1 2 2 3 1 0 3 0
"ENSG00000158156" 171 245 313 159 233 201 96 216 139 92 240 141
"ENSG00000158161" 851 536 1128 830 633 632 754 408 1024 580 532 739
"ENSG00000238231" 0 2 3 0 0 0 0 0 0 0 1 0
"ENSG00000281570" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000240750" 0 1 2 0 0 0 0 0 0 0 0 0
"ENSG00000280526" 0 1 2 0 0 0 0 0 0 0 0 0
"ENSG00000228943" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000214812" 1 2 2 1 0 0 1 0 0 3 0 0
"ENSG00000253005" 0 0 2 0 2 0 0 0 4 2 0 0
"ENSG00000169403" 2829 3423 3857 2687 4262 2423 2145 2657 2823 1387 2671 1878
"ENSG00000228589" 100 245 186 206 214 229 266 84 146 168 183 171
"ENSG00000126698" 1623 1715 2192 1676 1810 1669 1324 1610 1829 781 1602 1459
"ENSG00000130770" 1031 1123 1136 976 1228 703 668 826 790 308 1018 618
"ENSG00000270605" 73 57 50 55 38 36 3 18 2 7 9 4
"ENSG00000130766" 466 457 903 593 454 630 328 430 386 223 549 275
"ENSG00000130772" 502 440 684 476 520 465 254 238 235 165 253 225
"ENSG00000204138" 414 367 531 447 504 313 2269 1663 2162 2030 2465 2479
"ENSG00000206779" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229820" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000221216" 2 0 0 0 0 0 3 0 0 0 0 0
"ENSG00000180198" 396 569 493 325 704 232 176 249 181 70 138 121
"ENSG00000231468" 1 4 1 0 0 0 0 0 1 0 0 0
"ENSG00000242125" 606 776 664 471 866 374 189 121 274 116 176 203
"ENSG00000274266" 9 11 13 6 11 0 6 4 9 5 2 2
"ENSG00000200087" 19 14 24 11 21 11 18 3 8 7 0 7
"ENSG00000279443" 18 8 4 4 2 4 8 4 0 0 0 2
"ENSG00000180098" 455 397 397 294 355 322 395 409 327 307 401 336
"ENSG00000197989" 1188 949 847 776 894 529 251 221 256 177 267 200
"ENSG00000221539" 39 39 17 19 26 26 4 15 10 3 7 13
"ENSG00000278274" 152 141 126 145 108 84 29 21 40 28 33 23
"ENSG00000273544" 57 60 65 64 68 34 17 16 7 11 11 16
"ENSG00000274582" 35 32 34 24 23 18 4 10 3 3 11 11
"ENSG00000280498" 35 32 34 24 23 18 4 10 3 3 11 11
"ENSG00000120656" 377 360 501 457 442 337 218 195 209 116 248 153
"ENSG00000188060" 493 275 556 352 288 244 94 29 112 30 45 53
"ENSG00000229388" 4 3 5 4 1 0 0 0 2 1 4 0
"ENSG00000274978" 1 0 0 0 0 0 0 0 3 0 0 0
"ENSG00000270103" 1 0 0 0 0 0 0 0 3 0 0 0
"ENSG00000162419" 254 203 249 277 257 211 286 283 363 325 357 312
"ENSG00000252777" 0 0 0 0 0 0 1 0 0 0 0 2
"ENSG00000198492" 1275 1232 1788 1265 1378 1138 1412 1040 1503 859 1321 1222
"ENSG00000116329" 4 4 4 6 6 2 4 2 3 2 4 6
"ENSG00000233427" 0 4 2 2 0 0 0 0 3 0 0 2
"ENSG00000159023" 792 556 813 792 596 604 1075 646 933 1018 748 965
"ENSG00000225616" 0 2 0 0 3 0 2 4 0 0 2 0
"ENSG00000206704" 0 0 0 0 0 0 0 0 0 0 0 0
